Order_ID,Customer_ID,Product_Name,Category,Quantity,Price,Discount,Revenue,Order_Date,Delivery_Time(mins),City,Delivery_Status,Rating
ORD1479,CUST1736,Tea,Beverages,5,104.46,8.38,478.53,2025-03-25,127,Chennai,Cancelled,3
ORD1480,CUST1104,Potato,Vegetables,4,86.08,7.1,319.87,2025-09-15,43,Chennai,Cancelled,4
ORD1481,CUST1209,Grapes,Fruits,2,212.86,11.87,375.19,2025-09-23,156,Hyderabad,Delivered,1
ORD1482,CUST1083,Tea,Beverages,3,460.98,12.25,1213.53,2025-01-28,17,Pune,Cancelled,5
ORD1483,CUST1080,Shampoo,Personal Care,3,383.44,10.6,1028.39,2025-10-23,16,Hyderabad,Pending,2
ORD1484,CUST1212,Coffee,Beverages,1,239.92,5.9,225.76,2025-10-28,115,Hyderabad,Delivered,2
ORD1485,CUST1276,Face Wash,Personal Care,1,147.22,9.33,133.48,2025-10-21,42,Bangalore,Delivered,2
ORD1486,CUST1029,Namkeen,Snacks,3,243.47,13.46,632.1,2025-03-14,136,Bangalore,Cancelled,2
ORD1487,CUST1171,Chips,Snacks,4,151.83,7.68,560.68,2025-07-14,170,Delhi,Cancelled,2
ORD1488,CUST1824,Cookies,Snacks,1,243.94,6.38,228.38,2025-02-17,174,Hyderabad,Cancelled,3
ORD1489,CUST1932,Shampoo,Personal Care,4,226.84,10.52,811.91,2025-10-17,170,Chennai,Cancelled,3
ORD1490,CUST1786,Milk,Dairy,4,70.15,15.24,237.84,2025-02-16,162,Mumbai,Pending,2
ORD1491,CUST1816,Popcorn,Snacks,5,282.76,7.58,1306.63,2025-05-06,153,Pune,Delivered,1
ORD1492,CUST1439,Orange,Fruits,1,354.7,12.12,311.71,2025-06-25,130,Bangalore,Pending,2
ORD1493,CUST1433,Orange,Fruits,4,301.86,2.11,1181.96,2025-04-23,123,Kolkata,Pending,5
ORD1494,CUST1556,Tomato,Vegetables,5,152.82,19.55,614.72,2025-03-08,89,Kolkata,Pending,2
ORD1495,CUST1817,Orange,Fruits,4,94.69,4.18,362.93,2025-08-22,65,Bangalore,Pending,4
ORD1496,CUST1548,Soda,Beverages,3,116.18,9.76,314.52,2025-05-02,139,Hyderabad,Delivered,4
ORD1497,CUST1200,Lotion,Personal Care,2,218.66,9.48,395.86,2025-05-14,32,Mumbai,Cancelled,4
ORD1498,CUST1108,Mango,Fruits,1,89.69,12.14,78.8,2025-05-06,159,Bangalore,Cancelled,4
ORD1499,CUST1853,Face Wash,Personal Care,4,491.05,9.56,1776.42,2025-06-11,123,Kolkata,Cancelled,3
ORD1500,CUST1415,Curd,Dairy,5,425.14,8.81,1938.43,2025-02-11,112,Delhi,Pending,2
