Order_ID,Product_ID,Seller_ID,Category,City,State,Order_Date,Quantity,Unit_Price,Discount,Final_Amount,Payment_Mode,Order_Status
ORD100451,PRD1400,SEL182,Electronics,Delhi,West Bengal,2024-01-06,2,2422,146,4698,Net Banking,Cancelled
ORD100452,PRD1757,SEL712,Electronics,Delhi,Karnataka,2024-11-10,2,447,184,710,COD,Returned
ORD100453,PRD5011,SEL140,Footwear,Hyderabad,West Bengal,2024-07-23,3,1918,207,5547,COD,Delivered
ORD100454,PRD8784,SEL542,Footwear,Pune,Maharashtra,2024-02-16,5,1465,371,6954,Debit Card,Cancelled
ORD100455,PRD2193,SEL852,Beauty,Delhi,Tamil Nadu,2024-11-06,2,2162,476,3848,UPI,In Transit
ORD100456,PRD8461,SEL430,Home & Kitchen,Pune,Maharashtra,2024-09-16,1,596,257,339,Net Banking,Returned
ORD100457,PRD7790,SEL718,Beauty,Indore,Rajasthan,2024-10-02,5,1324,355,6265,UPI,Returned
ORD100458,PRD4185,SEL356,Fashion,Chennai,Maharashtra,2024-08-22,4,412,246,1402,Credit Card,Cancelled
ORD100459,PRD7291,SEL126,Home & Kitchen,Kolkata,West Bengal,2024-12-12,2,1593,211,2975,COD,Returned
ORD100460,PRD9099,SEL193,Home & Kitchen,Mumbai,West Bengal,2024-05-07,3,680,204,1836,UPI,In Transit
ORD100461,PRD7547,SEL334,Footwear,Chennai,Karnataka,2024-06-09,3,1195,457,3128,UPI,In Transit
ORD100462,PRD4997,SEL790,Home & Kitchen,Hyderabad,Telangana,2024-04-12,2,1291,446,2136,UPI,Cancelled
ORD100463,PRD3417,SEL956,Fashion,Mumbai,Maharashtra,2024-11-12,3,938,398,2416,Credit Card,Delivered
ORD100464,PRD1090,SEL981,Footwear,Pune,Rajasthan,2024-10-04,1,2275,190,2085,Net Banking,Returned
ORD100465,PRD2746,SEL689,Beauty,Hyderabad,Karnataka,2024-09-08,2,2393,143,4643,COD,In Transit
ORD100466,PRD7965,SEL701,Home & Kitchen,Indore,Karnataka,2024-09-01,5,433,257,1908,Credit Card,Delivered
ORD100467,PRD4585,SEL121,Fashion,Delhi,Telangana,2024-12-23,5,2184,161,10759,Credit Card,Delivered
ORD100468,PRD3881,SEL883,Footwear,Chennai,Telangana,2024-06-15,3,1363,95,3994,Debit Card,In Transit
ORD100469,PRD9486,SEL788,Beauty,Indore,Telangana,2024-11-09,3,1798,94,5300,Credit Card,Returned
ORD100470,PRD8611,SEL941,Electronics,Bangalore,Telangana,2024-07-05,4,1445,230,5550,COD,Returned
ORD100471,PRD1822,SEL375,Beauty,Hyderabad,Karnataka,2024-04-30,5,2070,438,9912,UPI,In Transit
ORD100472,PRD5082,SEL690,Electronics,Kolkata,West Bengal,2024-01-05,2,2026,255,3797,Debit Card,In Transit
ORD100473,PRD2988,SEL141,Fashion,Bangalore,Delhi,2024-06-02,3,495,203,1282,UPI,Returned
ORD100474,PRD8478,SEL881,Home & Kitchen,Chennai,Maharashtra,2024-08-31,1,2142,381,1761,Debit Card,Returned
ORD100475,PRD3184,SEL874,Home & Kitchen,Hyderabad,West Bengal,2024-06-25,1,1986,62,1924,UPI,Returned
ORD100476,PRD8612,SEL279,Beauty,Mumbai,Madhya Pradesh,2024-06-30,3,2390,249,6921,Net Banking,Returned
ORD100477,PRD9702,SEL581,Home & Kitchen,Indore,Madhya Pradesh,2024-08-25,2,986,327,1645,COD,Delivered
ORD100478,PRD6198,SEL631,Home & Kitchen,Chennai,Tamil Nadu,2024-03-23,3,1234,160,3542,Net Banking,In Transit
ORD100479,PRD8251,SEL767,Footwear,Kolkata,Rajasthan,2024-05-18,4,1787,382,6766,Credit Card,Cancelled
ORD100480,PRD9270,SEL552,Electronics,Chennai,Maharashtra,2024-04-04,1,812,372,440,UPI,Cancelled
ORD100481,PRD7991,SEL384,Beauty,Kolkata,Delhi,2024-07-22,1,691,32,659,COD,In Transit
ORD100482,PRD9976,SEL285,Footwear,Bangalore,Maharashtra,2024-09-25,1,725,134,591,Credit Card,Returned
ORD100483,PRD8305,SEL699,Electronics,Bangalore,West Bengal,2024-04-27,2,1463,226,2700,UPI,Delivered
ORD100484,PRD3607,SEL546,Beauty,Jaipur,West Bengal,2024-01-18,3,1632,442,4454,Debit Card,In Transit
ORD100485,PRD8777,SEL750,Footwear,Jaipur,Madhya Pradesh,2024-03-10,5,1025,302,4823,Net Banking,Returned
ORD100486,PRD8373,SEL933,Fashion,Jaipur,Tamil Nadu,2024-06-26,4,1230,412,4508,Debit Card,In Transit
ORD100487,PRD5246,SEL603,Fashion,Kolkata,Karnataka,2024-05-13,2,1543,5,3081,Debit Card,Returned
ORD100488,PRD5050,SEL193,Beauty,Jaipur,Tamil Nadu,2024-08-28,5,334,352,1318,COD,In Transit
ORD100489,PRD5543,SEL581,Fashion,Kolkata,Maharashtra,2024-05-29,5,1247,407,5828,UPI,In Transit
ORD100490,PRD9540,SEL456,Electronics,Indore,Madhya Pradesh,2024-10-14,4,1916,127,7537,UPI,Returned
ORD100491,PRD8939,SEL518,Footwear,Chennai,Tamil Nadu,2024-02-10,4,1281,264,4860,Net Banking,Returned
ORD100492,PRD4919,SEL441,Electronics,Chennai,Maharashtra,2024-07-30,2,580,93,1067,Credit Card,In Transit
ORD100493,PRD5499,SEL428,Home & Kitchen,Delhi,Karnataka,2024-05-19,5,2315,96,11479,COD,Delivered
ORD100494,PRD8206,SEL786,Electronics,Jaipur,Delhi,2024-04-05,1,1455,137,1318,UPI,Delivered
ORD100495,PRD2269,SEL207,Home & Kitchen,Indore,Tamil Nadu,2024-03-18,1,2321,111,2210,Credit Card,Returned
ORD100496,PRD5681,SEL978,Electronics,Delhi,Tamil Nadu,2024-08-25,1,1652,41,1611,Credit Card,Delivered
ORD100497,PRD4841,SEL264,Home & Kitchen,Indore,Delhi,2024-10-05,4,1043,98,4074,COD,Cancelled
ORD100498,PRD5451,SEL437,Fashion,Hyderabad,Rajasthan,2024-07-16,4,1312,377,4871,COD,Cancelled
ORD100499,PRD6502,SEL521,Home & Kitchen,Bangalore,Delhi,2024-08-30,4,1578,479,5833,Net Banking,Delivered
