TicketID,CreatedDate,Priority,Category,Subcategory,AffectedSystem,Location,AssignedTo,Status,ChangeRequest,KB_Article,ResolvedDate,ResolutionTimeHours,SLA_Breach,Impact,Customer,DowntimeMinutes,RootCause,Comments,Cost(USD),Week_Start_Date,Month,Year
TKT0249,2024-10-24 14:46:33,Medium,Application,Bug,Data-Warehouse,Chennai,Isha T.,Resolved,No,KB-0052,2024-10-29 04:50:08,110.06,Yes,Medium,Internal,3,Code Bug,,0.0,2024-10-21,2024-10,2024
TKT0250,2024-01-23 18:32:10,High,Cloud,IAM,Auth-Service,Kolkata,Saurabh D.,Open,No,KB-0077,,,Yes,Critical,External,8,Human Error,,233.6,2024-01-22,2024-01,2024
TKT0251,2025-10-31 00:03:44,High,Security,Access,Payments,Delhi,Isha T.,In Progress,No,KB-0088,,,Yes,Medium,Partner,1,Hardware Failure,,579.46,2025-10-27,2025-10,2025
TKT0252,2024-04-13 21:33:17,Medium,Cloud,Provisioning,Search,Pune,Team-NetOps,In Progress,Yes,KB-0015,,,Yes,High,Partner,4,Code Bug,,1140.6,2024-04-08,2024-04,2024
TKT0253,2025-09-15 06:49:16,Low,Database,Backup,Search,Delhi,Amit M.,Resolved,No,KB-0027,2025-09-15 12:58:51,6.16,No,Medium,Internal,5,Config Change,,659.16,2025-09-15,2025-09,2025
TKT0254,2024-01-14 21:05:58,High,Hardware,CPU,Analytics,Bengaluru,Priya S.,Open,Yes,KB-0093,,,Yes,Low,Partner,1,Code Bug,,0.0,2024-01-08,2024-01,2024
TKT0255,2025-04-12 09:16:29,High,Storage,SAN,Auth-Service,Delhi,Pooja R.,Open,No,KB-0095,,,Yes,Low,Internal,1,Config Change,,475.03,2025-04-07,2025-04,2025
TKT0256,2024-05-21 21:41:10,Medium,Security,Malware,API-Gateway,Pune,Pooja R.,Open,No,KB-0052,,,Yes,Medium,Partner,4,Third-party,,0.0,2024-05-20,2024-05,2024
TKT0257,2025-01-29 22:54:30,Low,Cloud,Provisioning,Payments,Bengaluru,Ravi K.,Reopened,No,KB-0014,,,Yes,Medium,External,5,Power Outage,,435.98,2025-01-27,2025-01,2025
TKT0258,2025-08-05 21:28:11,Medium,Storage,NAS,Auth-Service,Bengaluru,Isha T.,Closed,Yes,KB-0053,2025-08-06 15:08:24,17.67,No,Low,External,2,Expired Cert,,269.61,2025-08-04,2025-08,2025
TKT0259,2024-01-13 22:55:43,Medium,Cloud,IAM,Web-Frontend,Chennai,Team-NetOps,Resolved,No,KB-0013,2024-01-14 03:30:15,4.58,No,Medium,Partner,7,Expired Cert,,52.53,2024-01-08,2024-01,2024
TKT0260,2025-10-18 12:09:53,Low,Hardware,Disk,Auth-Service,Bengaluru,Team-NetOps,Open,No,KB-0022,,,Yes,Low,Partner,1,Expired Cert,,823.87,2025-10-13,2025-10,2025
TKT0261,2024-09-03 10:17:03,Medium,Hardware,CPU,Search,Kolkata,Neha P.,Resolved,No,KB-0074,2024-09-04 05:03:27,18.77,No,High,Partner,5,Expired Cert,,1612.29,2024-09-02,2024-09,2024
TKT0262,2024-05-01 15:47:41,Critical,Security,Access,Auth-Service,Mumbai,Priya S.,Open,No,KB-0082,,,Yes,Low,External,1,Unknown,,1011.7,2024-04-29,2024-05,2024
TKT0263,2024-07-30 20:42:29,Low,Application,Deployment,Web-Frontend,Remote,Pooja R.,In Progress,No,KB-0061,,,Yes,Medium,Partner,6,Power Outage,,1038.85,2024-07-29,2024-07,2024
TKT0264,2024-04-26 03:48:42,High,Application,Bug,API-Gateway,Chennai,Priya S.,Resolved,No,KB-0018,2024-04-26 11:21:27,7.55,No,Medium,Partner,4,Human Error,,0.0,2024-04-22,2024-04,2024
TKT0265,2024-09-17 19:12:12,High,Storage,NAS,Web-Frontend,Remote,Neha P.,In Progress,Yes,KB-0054,,,Yes,Low,External,0,Human Error,,0.0,2024-09-16,2024-09,2024
TKT0266,2025-04-06 14:42:37,Low,Database,Backup,Auth-Service,Mumbai,Team-NetOps,Closed,No,KB-0062,2025-04-07 15:58:04,25.26,No,High,Internal,2,Capacity,,644.35,2025-03-31,2025-04,2025
TKT0267,2024-05-11 03:24:42,Medium,Application,Upgrade,Search,Kolkata,Team-DBA,Closed,No,KB-0036,2024-05-12 10:20:49,30.94,Yes,Low,Partner,0,Power Outage,,715.53,2024-05-06,2024-05,2024
TKT0268,2024-05-16 04:26:38,Medium,Cloud,IAM,API-Gateway,Chennai,Team-NetOps,In Progress,No,KB-0080,,,Yes,Medium,External,8,Expired Cert,,254.27,2024-05-13,2024-05,2024
TKT0269,2024-05-15 22:41:11,Medium,Cloud,IAM,Email,Pune,Pooja R.,In Progress,No,KB-0086,,,Yes,Medium,External,4,Unknown,,0.0,2024-05-13,2024-05,2024
TKT0270,2024-10-19 13:51:00,Medium,Network,WAN,Data-Warehouse,Mumbai,Ravi K.,Resolved,No,KB-0021,2024-10-20 04:35:09,14.74,No,Medium,Internal,5,Config Change,,514.71,2024-10-14,2024-10,2024
TKT0271,2024-10-29 06:48:34,Critical,Storage,NAS,Payments,Hyderabad,Team-NetOps,Resolved,No,KB-0090,2024-10-29 15:11:33,8.38,Yes,Medium,Partner,6,Hardware Failure,,1359.66,2024-10-28,2024-10,2024
TKT0272,2025-03-02 21:20:35,High,Cloud,Autoscale,Web-Frontend,Remote,Neha P.,Closed,No,KB-0083,2025-03-02 21:56:25,0.6,No,Medium,External,5,Code Bug,,396.66,2025-02-24,2025-03,2025
TKT0273,2024-07-17 09:28:11,Low,Network,Router,Data-Warehouse,Pune,Karan L.,Resolved,No,KB-0034,2024-07-18 06:16:19,20.8,No,Medium,Partner,4,Config Change,,0.0,2024-07-15,2024-07,2024
TKT0274,2024-12-04 14:45:59,High,Database,Backup,Auth-Service,Delhi,Isha T.,Open,No,KB-0010,,,Yes,High,Partner,9,Unknown,,199.49,2024-12-02,2024-12,2024
TKT0275,2024-08-13 05:33:04,Low,Database,Backup,Search,Pune,Pooja R.,Resolved,No,KB-0043,2024-08-17 07:30:47,97.96,Yes,Low,External,1,Unknown,,333.7,2024-08-12,2024-08,2024
TKT0276,2025-05-01 17:52:48,Low,Network,Switch,Email,Remote,Neha P.,Closed,No,KB-0080,2025-05-05 11:46:53,89.9,Yes,Low,Partner,0,Hardware Failure,,360.85,2025-04-28,2025-05,2025
TKT0277,2024-04-26 12:16:34,Medium,Network,Firewall,Analytics,Remote,Ravi K.,Resolved,No,KB-0042,2024-04-26 13:53:46,1.62,No,High,Internal,7,Unknown,,2232.44,2024-04-22,2024-04,2024
TKT0278,2025-06-30 00:40:04,High,Cloud,Provisioning,Search,Pune,Neha P.,Resolved,No,KB-0095,2025-06-30 09:55:51,9.26,Yes,Medium,Internal,3,Capacity,,49.93,2025-06-30,2025-06,2025
TKT0279,2024-01-25 14:45:21,Critical,Network,Switch,Data-Warehouse,Delhi,Team-NetOps,Resolved,No,KB-0034,2024-01-25 16:13:18,1.47,No,Medium,Partner,1,Hardware Failure,,453.88,2024-01-22,2024-01,2024
TKT0280,2024-11-19 00:24:43,High,Network,Switch,Auth-Service,Pune,Pooja R.,Closed,Yes,,2024-11-19 04:02:15,3.63,No,Medium,Partner,4,Power Outage,,226.99,2024-11-18,2024-11,2024
TKT0281,2025-01-25 12:52:42,Critical,Database,Replication,Web-Frontend,Bengaluru,Karan L.,Open,No,KB-0038,,,Yes,Critical,Internal,4,Third-party,,893.28,2025-01-20,2025-01,2025
TKT0282,2025-10-25 11:00:35,Low,Database,Performance,Auth-Service,Mumbai,Team-DBA,In Progress,No,KB-0011,,,Yes,Low,External,0,Expired Cert,,945.36,2025-10-20,2025-10,2025
TKT0283,2024-08-04 13:57:41,Low,Database,Performance,Data-Warehouse,Hyderabad,Team-DBA,Open,No,KB-0024,,,Yes,Medium,External,5,Config Change,,16.39,2024-07-29,2024-08,2024
TKT0284,2025-07-16 14:41:35,High,Cloud,Provisioning,API-Gateway,Pune,Neha P.,In Progress,No,KB-0043,,,Yes,Low,External,0,Code Bug,,0.0,2025-07-14,2025-07,2025
TKT0285,2024-04-12 09:39:04,Low,Application,Bug,Analytics,Chennai,Team-DBA,In Progress,No,KB-0020,,,Yes,Medium,Partner,6,Expired Cert,,449.76,2024-04-08,2024-04,2024
TKT0286,2025-03-14 05:00:20,High,Database,Replication,Search,Delhi,Pooja R.,Resolved,No,KB-0062,2025-03-14 08:33:33,3.55,No,Low,Partner,0,Power Outage,,1344.34,2025-03-10,2025-03,2025
TKT0287,2025-07-18 03:11:41,Medium,Storage,NAS,Data-Warehouse,Hyderabad,Saurabh D.,In Progress,No,KB-0094,,,Yes,Low,Internal,2,Unknown,,0.0,2025-07-14,2025-07,2025
TKT0288,2025-10-08 00:52:37,Medium,Storage,Snapshot,Web-Frontend,Mumbai,Team-NetOps,Resolved,No,KB-0070,2025-10-09 10:37:20,33.75,Yes,High,Partner,2,Hardware Failure,,99.01,2025-10-06,2025-10,2025
TKT0289,2024-08-16 18:46:54,Medium,Security,Malware,Payments,Kolkata,Pooja R.,Resolved,No,KB-0079,2024-08-17 05:06:48,10.33,No,High,Internal,2,Power Outage,,726.88,2024-08-12,2024-08,2024
TKT0290,2024-06-12 05:36:36,Medium,Database,Replication,Analytics,Chennai,Ravi K.,Resolved,No,KB-0009,2024-06-12 20:19:28,14.71,No,Low,External,0,Code Bug,,395.9,2024-06-10,2024-06,2024
TKT0291,2025-06-14 11:24:30,Low,Network,Switch,Email,Pune,Team-NetOps,In Progress,No,KB-0095,,,Yes,Low,External,0,Capacity,,0.0,2025-06-09,2025-06,2025
TKT0292,2025-01-20 20:24:23,Medium,Storage,SAN,API-Gateway,Kolkata,Neha P.,Resolved,No,KB-0045,2025-01-21 11:39:03,15.24,No,Medium,External,4,Config Change,,184.53,2025-01-20,2025-01,2025
TKT0293,2025-05-28 04:28:10,High,Hardware,CPU,API-Gateway,Hyderabad,Amit M.,Resolved,No,KB-0092,2025-05-28 06:58:54,2.51,No,Medium,Partner,9,Expired Cert,,0.0,2025-05-26,2025-05,2025
TKT0294,2024-04-26 15:43:30,Medium,Hardware,Disk,Search,Mumbai,Neha P.,Resolved,No,KB-0021,2024-04-26 21:22:06,5.64,No,Medium,External,5,Capacity,,1113.0,2024-04-22,2024-04,2024
TKT0295,2024-02-27 05:16:59,High,Security,Malware,Auth-Service,Delhi,Priya S.,Resolved,No,KB-0061,2024-02-27 19:42:52,14.43,Yes,Low,Partner,2,Capacity,,0.0,2024-02-26,2024-02,2024
TKT0296,2025-08-19 05:39:42,Medium,Database,Replication,Email,Remote,Team-DBA,In Progress,No,KB-0050,,,Yes,Low,Internal,2,Code Bug,,231.34,2025-08-18,2025-08,2025
TKT0297,2025-06-19 16:43:26,Low,Hardware,Disk,Data-Warehouse,Remote,Team-DBA,In Progress,No,KB-0069,,,Yes,Medium,Internal,1,Human Error,,17.34,2025-06-16,2025-06,2025
TKT0298,2025-05-08 21:08:57,Medium,Storage,SAN,Search,Kolkata,Pooja R.,Open,No,KB-0055,,,Yes,Low,Partner,0,Hardware Failure,,292.34,2025-05-05,2025-05,2025
TKT0299,2024-12-24 18:51:47,Low,Storage,Snapshot,Payments,Kolkata,Amit M.,Resolved,No,KB-0011,2024-12-24 19:33:53,0.7,No,High,Partner,7,Third-party,,1592.85,2024-12-23,2024-12,2024
TKT0300,2024-07-12 00:45:47,Low,Hardware,CPU,Payments,Mumbai,Karan L.,In Progress,No,KB-0041,,,Yes,Medium,Internal,1,Capacity,,559.48,2024-07-08,2024-07,2024
TKT0301,2025-03-12 20:37:16,Medium,Hardware,Power,Email,Delhi,Karan L.,Open,No,,,,Yes,Medium,Internal,5,Expired Cert,,38.66,2025-03-10,2025-03,2025
TKT0302,2025-07-26 17:30:16,Low,Hardware,Power,Search,Bengaluru,Priya S.,In Progress,No,KB-0090,,,Yes,High,Internal,5,Code Bug,,874.58,2025-07-21,2025-07,2025
TKT0303,2025-06-04 12:50:21,Low,Hardware,CPU,Auth-Service,Bengaluru,Karan L.,Closed,Yes,KB-0012,2025-06-08 09:10:25,92.33,Yes,Medium,External,7,Hardware Failure,,478.41,2025-06-02,2025-06,2025
TKT0304,2024-03-31 02:16:14,Medium,Hardware,Disk,Search,Kolkata,Team-DBA,In Progress,No,KB-0077,,,Yes,Low,Internal,0,Power Outage,,94.81,2024-03-25,2024-03,2024
TKT0305,2025-03-25 00:12:54,Medium,Storage,Snapshot,API-Gateway,Hyderabad,Ravi K.,Open,No,KB-0090,,,Yes,Low,Internal,1,Config Change,,1228.1,2025-03-24,2025-03,2025
TKT0306,2025-01-03 07:41:00,Low,Network,Firewall,Search,Chennai,Karan L.,Resolved,No,KB-0002,2025-01-10 04:46:01,165.08,Yes,Low,Internal,0,Unknown,,0.0,2024-12-30,2025-01,2025
TKT0307,2024-10-18 23:53:35,Low,Application,Bug,API-Gateway,Hyderabad,Team-DBA,Closed,No,KB-0052,2024-10-19 07:21:16,7.46,No,Low,Partner,0,Unknown,,353.7,2024-10-14,2024-10,2024
TKT0308,2024-04-19 17:04:32,Medium,Network,Firewall,API-Gateway,Remote,Karan L.,In Progress,No,KB-0097,,,Yes,Low,Partner,0,Power Outage,,607.87,2024-04-15,2024-04,2024
TKT0309,2025-08-23 00:30:07,Medium,Security,Malware,Web-Frontend,Hyderabad,Pooja R.,Resolved,No,KB-0069,2025-09-09 14:57:27,422.46,Yes,Low,Internal,3,Hardware Failure,,75.65,2025-08-18,2025-08,2025
TKT0310,2024-12-16 02:35:59,High,Application,Bug,Web-Frontend,Delhi,Amit M.,Closed,No,KB-0025,2024-12-16 14:24:31,11.81,Yes,Low,External,3,Code Bug,,1003.67,2024-12-16,2024-12,2024
TKT0311,2024-09-28 06:14:12,Low,Storage,Snapshot,Email,Bengaluru,Priya S.,Resolved,Yes,KB-0085,2024-09-30 03:35:51,45.36,No,Low,External,2,Config Change,,152.81,2024-09-23,2024-09,2024
TKT0312,2025-05-08 11:39:20,Medium,Hardware,Power,Analytics,Bengaluru,Team-NetOps,Resolved,No,KB-0074,2025-05-09 12:30:39,24.86,Yes,Medium,Partner,8,Power Outage,,157.05,2025-05-05,2025-05,2025
TKT0313,2025-07-07 01:32:22,Medium,Cloud,Provisioning,Analytics,Pune,Team-NetOps,Resolved,No,KB-0002,2025-07-07 17:31:21,15.98,No,Low,Internal,3,Expired Cert,,130.77,2025-07-07,2025-07,2025
TKT0314,2025-01-05 19:55:16,High,Application,Deployment,API-Gateway,Remote,Team-DBA,Resolved,No,KB-0055,2025-01-05 20:25:16,0.5,No,Medium,Partner,5,Expired Cert,,0.0,2024-12-30,2025-01,2025
TKT0315,2025-02-14 08:28:11,Medium,Hardware,CPU,Web-Frontend,Pune,Saurabh D.,Open,No,KB-0049,,,Yes,Low,External,0,Capacity,,1034.95,2025-02-10,2025-02,2025
TKT0316,2025-04-29 00:11:26,Medium,Storage,Snapshot,Email,Remote,Saurabh D.,Resolved,No,KB-0007,2025-04-29 18:33:59,18.38,No,Medium,Internal,4,Code Bug,,397.34,2025-04-28,2025-04,2025
TKT0317,2024-09-17 15:53:40,High,Cloud,Autoscale,API-Gateway,Chennai,Pooja R.,In Progress,No,KB-0033,,,Yes,Low,Partner,1,Human Error,,0.0,2024-09-16,2024-09,2024
TKT0318,2024-12-25 21:38:12,Medium,Cloud,IAM,Data-Warehouse,Delhi,Pooja R.,Resolved,No,KB-0100,2024-12-28 10:32:09,60.9,Yes,High,Partner,3,Third-party,,1324.14,2024-12-23,2024-12,2024
TKT0319,2025-04-19 20:09:55,High,Storage,NAS,Search,Kolkata,Priya S.,Resolved,No,KB-0041,2025-04-20 09:33:31,13.39,Yes,Low,Partner,1,Hardware Failure,,1063.48,2025-04-14,2025-04,2025
TKT0320,2024-10-04 14:49:55,Low,Cloud,IAM,Analytics,Kolkata,Amit M.,Resolved,Yes,KB-0094,2024-10-09 20:00:45,125.18,Yes,Low,External,1,Human Error,,0.18,2024-09-30,2024-10,2024
TKT0321,2024-08-03 05:25:06,High,Security,Malware,Auth-Service,Mumbai,Karan L.,Resolved,No,KB-0014,2024-08-03 08:49:25,3.41,No,Low,External,1,Hardware Failure,,0.0,2024-07-29,2024-08,2024
TKT0322,2024-11-12 07:15:47,Medium,Cloud,Provisioning,Data-Warehouse,Bengaluru,Ravi K.,Resolved,No,KB-0042,2024-11-13 13:36:54,30.35,Yes,Medium,External,4,Third-party,,831.29,2024-11-11,2024-11,2024
TKT0323,2025-07-15 14:08:44,Medium,Hardware,CPU,Analytics,Kolkata,Team-NetOps,In Progress,No,KB-0045,,,Yes,Medium,Internal,8,Human Error,,757.95,2025-07-14,2025-07,2025
TKT0324,2025-03-28 09:23:26,Medium,Application,Deployment,Auth-Service,Bengaluru,Pooja R.,Resolved,No,KB-0089,2025-03-29 09:00:17,23.61,No,High,Partner,5,Third-party,,675.37,2025-03-24,2025-03,2025
TKT0325,2024-01-10 13:51:18,Medium,Storage,SAN,Email,Hyderabad,Karan L.,Open,No,KB-0032,,,Yes,Low,External,0,Hardware Failure,,440.03,2024-01-08,2024-01,2024
TKT0326,2025-01-22 07:16:05,Medium,Database,Replication,API-Gateway,Delhi,Team-NetOps,Open,No,KB-0009,,,Yes,Low,Partner,4,Human Error,,0.0,2025-01-20,2025-01,2025
TKT0327,2025-10-14 14:39:28,Medium,Hardware,Power,Web-Frontend,Chennai,Ravi K.,Resolved,No,KB-0003,2025-10-15 10:04:14,19.41,No,Low,Partner,1,Capacity,,773.7,2025-10-13,2025-10,2025
TKT0328,2025-03-24 23:00:14,High,Network,WAN,Web-Frontend,Chennai,Karan L.,Resolved,No,KB-0048,2025-03-25 02:06:10,3.1,No,High,Partner,5,Human Error,,847.89,2025-03-24,2025-03,2025
TKT0329,2024-05-29 01:17:49,Medium,Hardware,Power,Data-Warehouse,Hyderabad,Saurabh D.,Open,No,KB-0016,,,Yes,Critical,External,2,Code Bug,,52.02,2024-05-27,2024-05,2024
TKT0330,2025-01-29 14:15:47,Low,Database,Backup,Payments,Hyderabad,Isha T.,Resolved,No,KB-0042,2025-02-05 08:58:16,162.71,Yes,Medium,External,6,Unknown,,285.15,2025-01-27,2025-01,2025
TKT0331,2025-06-17 03:16:30,Medium,Database,Backup,Auth-Service,Hyderabad,Priya S.,Resolved,No,KB-0002,2025-06-17 15:56:25,12.67,No,Low,Internal,0,Hardware Failure,,302.84,2025-06-16,2025-06,2025
TKT0332,2024-09-05 00:02:37,Low,Security,Malware,Data-Warehouse,Chennai,Priya S.,Resolved,No,KB-0088,2024-09-06 15:33:45,39.52,No,High,External,5,Config Change,,810.77,2024-09-02,2024-09,2024
TKT0333,2024-03-02 11:41:09,Medium,Storage,SAN,Data-Warehouse,Remote,Neha P.,Resolved,No,KB-0083,2024-03-03 14:24:30,26.72,Yes,High,Partner,3,Code Bug,,511.81,2024-02-26,2024-03,2024
TKT0334,2024-01-22 22:24:22,Medium,Application,Deployment,Analytics,Remote,Team-NetOps,Resolved,No,KB-0025,2024-01-23 03:51:08,5.45,No,Medium,Partner,6,Power Outage,,0.0,2024-01-22,2024-01,2024
TKT0335,2024-10-08 19:58:55,Medium,Network,Router,Analytics,Delhi,Saurabh D.,Resolved,No,KB-0100,2024-10-09 08:49:08,12.84,No,Low,Internal,0,Config Change,,250.82,2024-10-07,2024-10,2024
TKT0336,2025-09-26 11:49:39,High,Cloud,Provisioning,Search,Hyderabad,Team-NetOps,In Progress,No,KB-0020,,,Yes,Medium,Partner,3,Hardware Failure,,0.0,2025-09-22,2025-09,2025
TKT0337,2025-10-18 10:07:06,Medium,Network,Switch,Data-Warehouse,Bengaluru,Ravi K.,Resolved,No,KB-0013,2025-11-02 05:54:01,355.78,Yes,Medium,External,5,Third-party,,597.13,2025-10-13,2025-10,2025
TKT0338,2024-02-20 11:14:38,Medium,Network,Router,Analytics,Pune,Isha T.,Open,Yes,KB-0072,,,Yes,Medium,Partner,6,Expired Cert,,0.0,2024-02-19,2024-02,2024
TKT0339,2024-02-29 19:17:33,Critical,Network,Firewall,Payments,Hyderabad,Team-NetOps,Resolved,No,KB-0069,2024-02-29 19:49:02,0.52,No,Low,External,0,Code Bug,,516.48,2024-02-26,2024-02,2024
TKT0340,2025-08-06 20:11:35,Medium,Security,Malware,Payments,Chennai,Isha T.,In Progress,No,KB-0014,,,Yes,Low,Internal,1,Unknown,,0.0,2025-08-04,2025-08,2025
TKT0341,2025-02-15 16:21:42,High,Hardware,Power,Email,Chennai,Team-NetOps,Reopened,No,KB-0048,,,Yes,Medium,External,3,Hardware Failure,,389.74,2025-02-10,2025-02,2025
TKT0342,2024-11-27 19:15:36,Medium,Security,Malware,API-Gateway,Chennai,Isha T.,Resolved,No,KB-0093,2024-11-28 18:10:39,22.92,No,Medium,External,7,Capacity,,1105.75,2024-11-25,2024-11,2024
TKT0343,2024-11-05 00:19:14,High,Application,Deployment,API-Gateway,Bengaluru,Priya S.,Resolved,No,KB-0018,2024-11-05 07:03:26,6.74,No,High,Internal,4,Code Bug,,677.02,2024-11-04,2024-11,2024
TKT0344,2024-09-19 09:05:36,Medium,Database,Replication,Payments,Chennai,Isha T.,Resolved,No,KB-0089,2024-09-19 12:32:55,3.46,No,High,Internal,7,Third-party,,600.4,2024-09-16,2024-09,2024
TKT0345,2024-02-08 23:51:36,Medium,Storage,SAN,Email,Chennai,Karan L.,Resolved,No,KB-0099,2024-02-09 11:22:54,11.52,No,Medium,External,3,Config Change,,641.55,2024-02-05,2024-02,2024
TKT0346,2025-10-11 20:24:03,Medium,Network,Firewall,Data-Warehouse,Chennai,Team-NetOps,In Progress,No,KB-0087,,,Yes,Medium,Partner,5,Power Outage,,161.08,2025-10-06,2025-10,2025
TKT0347,2025-09-01 18:32:05,High,Application,Bug,Data-Warehouse,Bengaluru,Pooja R.,Resolved,No,KB-0007,2025-09-02 04:05:55,9.56,Yes,Low,Partner,1,Unknown,,0.0,2025-09-01,2025-09,2025
TKT0348,2025-03-20 22:08:48,High,Hardware,Disk,Analytics,Kolkata,Team-DBA,Resolved,No,KB-0095,2025-03-21 08:13:20,10.08,Yes,Low,Partner,1,Hardware Failure,,300.33,2025-03-17,2025-03,2025
TKT0349,2024-11-27 21:59:36,High,Cloud,Autoscale,Search,Chennai,Pooja R.,Resolved,No,KB-0084,2024-12-03 21:16:09,143.28,Yes,Low,Partner,1,Power Outage,,0.0,2024-11-25,2024-11,2024
TKT0350,2025-09-30 04:28:02,Low,Database,Performance,Email,Bengaluru,Priya S.,Resolved,Yes,KB-0080,2025-10-03 01:02:02,68.57,No,High,Partner,7,Config Change,,1058.86,2025-09-29,2025-09,2025
TKT0351,2024-12-17 22:51:07,Medium,Security,Vulnerability,Email,Hyderabad,Team-NetOps,Resolved,No,KB-0097,2024-12-18 02:45:40,3.91,No,Medium,External,5,Capacity,,295.76,2024-12-16,2024-12,2024
TKT0352,2024-01-19 12:37:57,Medium,Network,Firewall,Data-Warehouse,Mumbai,Saurabh D.,Resolved,No,KB-0035,2024-01-20 02:08:30,13.51,No,Medium,Internal,8,Human Error,,320.62,2024-01-15,2024-01,2024
TKT0353,2025-02-01 21:17:42,Low,Cloud,Autoscale,Payments,Mumbai,Saurabh D.,Open,No,KB-0030,,,Yes,Critical,External,2,Human Error,,1289.82,2025-01-27,2025-02,2025
TKT0354,2024-11-19 15:55:38,Medium,Database,Performance,Analytics,Mumbai,Ravi K.,Resolved,No,KB-0043,2024-11-19 17:30:56,1.59,No,Medium,Internal,7,Expired Cert,,362.9,2024-11-18,2024-11,2024
TKT0355,2024-12-26 11:40:19,High,Hardware,Power,Auth-Service,Delhi,Karan L.,Open,No,KB-0004,,,Yes,High,Partner,6,Code Bug,,1420.31,2024-12-23,2024-12,2024
TKT0356,2024-06-04 10:57:25,Medium,Network,WAN,Web-Frontend,Kolkata,Neha P.,In Progress,No,KB-0040,,,Yes,High,Partner,2,Power Outage,,1273.37,2024-06-03,2024-06,2024
TKT0357,2025-07-09 04:13:41,High,Hardware,CPU,Web-Frontend,Bengaluru,Saurabh D.,In Progress,No,KB-0018,,,Yes,Medium,Internal,7,Capacity,,218.98,2025-07-07,2025-07,2025
TKT0358,2024-11-21 02:35:34,Low,Network,Router,Email,Bengaluru,Ravi K.,Open,No,KB-0053,,,Yes,Critical,Partner,4,Power Outage,,1067.77,2024-11-18,2024-11,2024
TKT0359,2025-10-14 23:17:09,Low,Network,Router,Data-Warehouse,Mumbai,Team-DBA,In Progress,No,KB-0079,,,Yes,Low,Internal,0,Code Bug,,0.0,2025-10-13,2025-10,2025
TKT0360,2024-01-27 11:05:44,Low,Database,Replication,Analytics,Chennai,Amit M.,Open,No,KB-0018,,,Yes,Low,Internal,1,Config Change,,462.13,2024-01-22,2024-01,2024
TKT0361,2025-02-22 00:59:17,Low,Database,Replication,Web-Frontend,Hyderabad,Priya S.,Resolved,No,KB-0057,2025-02-24 12:17:53,59.31,No,Medium,Partner,4,Power Outage,,714.34,2025-02-17,2025-02,2025
TKT0362,2024-09-09 13:25:49,Critical,Cloud,Autoscale,Email,Kolkata,Team-DBA,Closed,No,KB-0069,2024-09-09 22:20:38,8.91,Yes,High,Internal,8,Unknown,,341.63,2024-09-09,2024-09,2024
TKT0363,2024-04-21 14:29:52,Low,Database,Replication,Search,Mumbai,Team-NetOps,Resolved,No,KB-0007,2024-04-23 00:37:32,34.13,No,Medium,Partner,6,Third-party,,89.07,2024-04-15,2024-04,2024
TKT0364,2025-04-17 05:27:18,Medium,Network,Router,Analytics,Remote,Priya S.,In Progress,Yes,KB-0100,,,Yes,Medium,External,5,Unknown,,410.84,2025-04-14,2025-04,2025
TKT0365,2024-05-18 12:26:20,Medium,Database,Backup,Web-Frontend,Remote,Priya S.,Resolved,No,KB-0092,2024-05-21 03:38:24,63.2,Yes,Medium,Internal,5,Human Error,,383.64,2024-05-13,2024-05,2024
TKT0366,2024-04-26 22:28:40,Medium,Hardware,CPU,Search,Bengaluru,Karan L.,In Progress,Yes,KB-0022,,,Yes,High,External,2,Capacity,,1919.09,2024-04-22,2024-04,2024
TKT0367,2024-06-15 04:11:49,Medium,Security,Access,API-Gateway,Remote,Saurabh D.,In Progress,Yes,KB-0017,,,Yes,Critical,Internal,5,Third-party,,1214.16,2024-06-10,2024-06,2024
TKT0368,2024-01-13 14:31:54,Medium,Storage,SAN,Analytics,Hyderabad,Neha P.,In Progress,No,KB-0053,,,Yes,Medium,External,4,Config Change,,649.57,2024-01-08,2024-01,2024
TKT0369,2024-09-07 17:17:39,Medium,Storage,SAN,Auth-Service,Bengaluru,Amit M.,Resolved,No,KB-0019,2024-09-08 23:40:54,30.39,Yes,Medium,External,5,Third-party,,373.77,2024-09-02,2024-09,2024
TKT0370,2024-12-05 02:03:06,Medium,Database,Performance,API-Gateway,Bengaluru,Isha T.,In Progress,No,KB-0005,,,Yes,Low,Partner,0,Expired Cert,,781.75,2024-12-02,2024-12,2024
TKT0371,2025-01-12 12:52:04,Low,Storage,Snapshot,Payments,Delhi,Isha T.,Resolved,No,KB-0036,2025-01-12 18:32:41,5.68,No,Medium,Internal,9,Code Bug,,642.9,2025-01-06,2025-01,2025
TKT0372,2025-09-18 01:06:36,Medium,Cloud,IAM,Payments,Remote,Team-DBA,Closed,No,KB-0037,2025-09-18 12:21:31,11.25,No,High,Partner,6,Unknown,,1115.0,2025-09-15,2025-09,2025
TKT0373,2025-08-11 19:22:59,High,Hardware,Power,Analytics,Remote,Amit M.,Open,No,KB-0038,,,Yes,Critical,Internal,8,Human Error,,628.76,2025-08-11,2025-08,2025
TKT0374,2024-01-25 14:40:50,High,Storage,SAN,Search,Kolkata,Ravi K.,Resolved,No,KB-0082,2024-01-25 18:46:26,4.09,No,Medium,External,1,Third-party,,0.0,2024-01-22,2024-01,2024
